cell,cell_ontology_class,subtissue,mouse.sex,mouse.id,plate.barcode
E18.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
E19.MAA000538.3_8_M.1.1,Bergmann glial cell,Cerebellum,M,3_8_M,MAA000538
E19.MAA000560.3_10_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_10_M,MAA000560
E19.MAA000561.3_10_M.1.1,endothelial cell,Cortex,M,3_10_M,MAA000561
E19.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
E19.MAA000638.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000638
E19.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
E19.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
E19.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
E2.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
E2.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290
E2.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728
E2.MAA000560.3_10_M.1.1,endothelial cell,Cortex,M,3_10_M,MAA000560
E2.MAA000902.3_11_M.1.1,astrocyte,Striatum,M,3_11_M,MAA000902
E2.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
E2.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
E2.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
E2.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
E20.B001688.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B001688
E20.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
E20.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
E20.MAA000561.3_10_M.1.1,brain pericyte,Cortex,M,3_10_M,MAA000561
E20.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
E20.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
E20.MAA000923.3_9_M.1.1,astrocyte,Hippocampus,M,3_9_M,MAA000923
E20.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
E20.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_11_M,MAA000932
E20.MAA000944.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000944
E20.MAA001895.3_38_F.1.1,oligodendrocyte,Cortex,F,3_38_F,MAA001895
E21.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
E21.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
E21.MAA000641.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000641
E21.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
E21.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
E21.MAA000941.3_8_M.1.1,astrocyte,Hippocampus,M,3_8_M,MAA000941
E21.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
E22.B000621.3_56_F.1.1,endothelial cell,Hippocampus,F,3_56_F,B000621
E22.B003275.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B003275
E22.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
E22.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
E22.MAA000581.3_10_M.1.1,oligodendrocyte,Cerebellum,M,3_10_M,MAA000581
E22.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
E22.MAA000932.3_11_M.1.1,oligodendrocyte,Hippocampus,M,3_11_M,MAA000932
E22.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
E22.MAA000941.3_8_M.1.1,brain pericyte,Hippocampus,M,3_8_M,MAA000941
E22.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
E22.MAA001895.3_38_F.1.1,brain pericyte,Cortex,F,3_38_F,MAA001895
E3.MAA000538.3_8_M.1.1,neuron,Cerebellum,M,3_8_M,MAA000538
E3.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
E3.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
E3.MAA000923.3_9_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_9_M,MAA000923
E3.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
E3.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
E3.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
E3.MAA000935.3_8_M.1.1,astrocyte,Hippocampus,M,3_8_M,MAA000935
E3.MAA000941.3_8_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_8_M,MAA000941
E3.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
E3.MAA001845.3_39_F.1.1,endothelial cell,Cerebellum,F,3_39_F,MAA001845
E3.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
E4.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
E4.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
E4.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
E4.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
E4.MAA000930.3_8_M.1.1,endothelial cell,Cortex,M,3_8_M,MAA000930
E4.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
E4.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
E4.MAA000941.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000941
E4.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944
E4.MAA001845.3_39_F.1.1,endothelial cell,Cerebellum,F,3_39_F,MAA001845
E4.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894
E4.MAA001895.3_38_F.1.1,endothelial cell,Cortex,F,3_38_F,MAA001895
E5.B003277.3_39_F.1.1,oligodendrocyte precursor cell,Hippocampus,F,3_39_F,B003277
E5.B003290.3_38_F.1.1,astrocyte,Striatum,F,3_38_F,B003290
E5.MAA000638.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000638
E5.MAA000641.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000641
E5.MAA000902.3_11_M.1.1,oligodendrocyte,Striatum,M,3_11_M,MAA000902
E5.MAA000924.3_8_M.1.1,neuron,Cerebellum,M,3_8_M,MAA000924
E5.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
E5.MAA000928.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000928
E5.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
E5.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
E5.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
E5.MAA001845.3_39_F.1.1,endothelial cell,Cerebellum,F,3_39_F,MAA001845
E6.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290
E6.MAA000550.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000550
E6.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
E6.MAA000563.3_10_M.1.1,astrocyte,Hippocampus,M,3_10_M,MAA000563
E6.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
E6.MAA000902.3_11_M.1.1,neuron,Striatum,M,3_11_M,MAA000902
E6.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
E6.MAA000930.3_8_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_8_M,MAA000930
E6.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
E6.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
E6.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
E6.MAA001895.3_38_F.1.1,endothelial cell,Cortex,F,3_38_F,MAA001895
E7.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290
E7.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
E7.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
E7.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
E7.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
E7.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944
E8.B001688.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B001688
E8.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
E8.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290
E8.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
E8.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
E8.MAA000930.3_8_M.1.1,astrocyte,Cortex,M,3_8_M,MAA000930
E8.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
E9.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290
E9.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
E9.MAA000581.3_10_M.1.1,oligodendrocyte,Cerebellum,M,3_10_M,MAA000581
E9.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
E9.MAA000638.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000638
E9.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
E9.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
E9.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
E9.MAA000942.3_8_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_8_M,MAA000942
E9.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
F1.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290
F1.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
F1.MAA000581.3_10_M.1.1,Bergmann glial cell,Cerebellum,M,3_10_M,MAA000581
F1.MAA000926.3_9_M.1.1,neuron,Cortex,M,3_9_M,MAA000926
F1.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
F1.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
F1.MAA000942.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000942
F1.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944
F1.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
F10.B003290.3_38_F.1.1,oligodendrocyte precursor cell,Striatum,F,3_38_F,B003290
F10.MAA000553.3_10_M.1.1,endothelial cell,Hippocampus,M,3_10_M,MAA000553
F10.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
F10.MAA000561.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000561
F10.MAA000581.3_10_M.1.1,Bergmann glial cell,Cerebellum,M,3_10_M,MAA000581
F10.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
F10.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
F10.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
F11.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
F11.B003290.3_38_F.1.1,oligodendrocyte precursor cell,Striatum,F,3_38_F,B003290
F11.MAA000538.3_8_M.1.1,oligodendrocyte,Cerebellum,M,3_8_M,MAA000538
F11.MAA000553.3_10_M.1.1,endothelial cell,Hippocampus,M,3_10_M,MAA000553
F11.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
F11.MAA000561.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000561
F11.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564
F11.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
F11.MAA000638.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000638
F11.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
F11.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
F11.MAA000942.3_8_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_8_M,MAA000942
F12.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
F12.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290
F12.MAA000550.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000550
F12.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
F12.MAA000561.3_10_M.1.1,endothelial cell,Cortex,M,3_10_M,MAA000561
F12.MAA000563.3_10_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_10_M,MAA000563
F12.MAA000564.3_10_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_10_M,MAA000564
F12.MAA000581.3_10_M.1.1,brain pericyte,Cerebellum,M,3_10_M,MAA000581
F12.MAA000926.3_9_M.1.1,brain pericyte,Cortex,M,3_9_M,MAA000926
F12.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
F12.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
F12.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
F13.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
F13.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
F13.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561
F13.MAA000581.3_10_M.1.1,neuron,Cerebellum,M,3_10_M,MAA000581
F13.MAA000615.3_10_M.1.1,neuron,Striatum,M,3_10_M,MAA000615
F13.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
F13.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
F13.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
F13.MAA000942.3_8_M.1.1,endothelial cell,Striatum,M,3_8_M,MAA000942
F13.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
F14.MAA000424.3_11_M.1.1,endothelial cell,Cerebellum,M,3_11_M,MAA000424
F14.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
F14.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
F14.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
F14.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
F14.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
F14.MAA001895.3_38_F.1.1,endothelial cell,Cortex,F,3_38_F,MAA001895
F15.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
F15.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290
F15.MAA000553.3_10_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_10_M,MAA000553
F15.MAA000581.3_10_M.1.1,brain pericyte,Cerebellum,M,3_10_M,MAA000581
F15.MAA000638.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000638
F15.MAA000902.3_11_M.1.1,endothelial cell,Striatum,M,3_11_M,MAA000902
F15.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
F15.MAA000930.3_8_M.1.1,endothelial cell,Cortex,M,3_8_M,MAA000930
F15.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
F15.MAA001895.3_38_F.1.1,endothelial cell,Cortex,F,3_38_F,MAA001895
F16.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
F16.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
F16.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
F16.MAA000638.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000638
F16.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
F16.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
F16.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
F17.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290
F17.MAA000581.3_10_M.1.1,brain pericyte,Cerebellum,M,3_10_M,MAA000581
F17.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
F17.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940
F17.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
F17.MAA000942.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000942
F17.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944
F18.B003275.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B003275
F18.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
F18.MAA000424.3_11_M.1.1,endothelial cell,Cerebellum,M,3_11_M,MAA000424
F18.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
F18.MAA000561.3_10_M.1.1,brain pericyte,Cortex,M,3_10_M,MAA000561
F18.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
F18.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
F18.MAA000940.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000940
F18.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
F18.MAA001895.3_38_F.1.1,endothelial cell,Cortex,F,3_38_F,MAA001895
F19.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
F19.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
F19.MAA000424.3_11_M.1.1,neuron,Cerebellum,M,3_11_M,MAA000424
F19.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
F19.MAA000561.3_10_M.1.1,brain pericyte,Cortex,M,3_10_M,MAA000561
F19.MAA000581.3_10_M.1.1,brain pericyte,Cerebellum,M,3_10_M,MAA000581
F19.MAA000638.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000638
F19.MAA000902.3_11_M.1.1,oligodendrocyte,Striatum,M,3_11_M,MAA000902
F19.MAA000926.3_9_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_9_M,MAA000926
F19.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_11_M,MAA000932
F19.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940
F19.MAA000941.3_8_M.1.1,astrocyte,Hippocampus,M,3_8_M,MAA000941
F2.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728
F2.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
F2.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
F2.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
F2.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
F2.MAA000924.3_8_M.1.1,oligodendrocyte,Cerebellum,M,3_8_M,MAA000924
F2.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
F2.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
F2.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940
F2.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
F2.MAA000944.3_9_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_9_M,MAA000944
F2.MAA000947.3_9_M.1.1,endothelial cell,Hippocampus,M,3_9_M,MAA000947
F20.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
F20.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
F20.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
F20.MAA000902.3_11_M.1.1,oligodendrocyte,Striatum,M,3_11_M,MAA000902
F20.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
F20.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944
F20.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
F20.MAA001895.3_38_F.1.1,endothelial cell,Cortex,F,3_38_F,MAA001895
F21.B003290.3_38_F.1.1,neuron,Striatum,F,3_38_F,B003290
F21.B003728.3_56_F.1.1,astrocyte,Striatum,F,3_56_F,B003728
F21.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
F21.MAA000561.3_10_M.1.1,endothelial cell,Cortex,M,3_10_M,MAA000561
F21.MAA000638.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000638
F21.MAA000924.3_8_M.1.1,neuron,Cerebellum,M,3_8_M,MAA000924
F21.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
F21.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
F21.MAA000935.3_8_M.1.1,astrocyte,Hippocampus,M,3_8_M,MAA000935
F21.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
F22.B003274.3_38_F.1.1,oligodendrocyte,Striatum,F,3_38_F,B003274
F22.B003275.3_38_F.1.1,neuron,Hippocampus,F,3_38_F,B003275
F22.MAA000424.3_11_M.1.1,endothelial cell,Cerebellum,M,3_11_M,MAA000424
F22.MAA000553.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000553
F22.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
F22.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
F22.MAA000578.3_10_M.1.1,Bergmann glial cell,Cerebellum,M,3_10_M,MAA000578
F22.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
F22.MAA000641.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000641
F22.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
F22.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944
F22.MAA001895.3_38_F.1.1,oligodendrocyte,Cortex,F,3_38_F,MAA001895
F3.B003274.3_38_F.1.1,astrocyte,Striatum,F,3_38_F,B003274
F3.B003277.3_39_F.1.1,astrocyte,Hippocampus,F,3_39_F,B003277
F3.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290
F3.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728
F3.MAA000424.3_11_M.1.1,endothelial cell,Cerebellum,M,3_11_M,MAA000424
F3.MAA000550.3_10_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_10_M,MAA000550
F3.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
F3.MAA000564.3_10_M.1.1,astrocyte,Striatum,M,3_10_M,MAA000564
F3.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
F3.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
F3.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
F3.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
F3.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944
F4.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290
F4.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
F4.MAA000563.3_10_M.1.1,brain pericyte,Hippocampus,M,3_10_M,MAA000563
F4.MAA000564.3_10_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_10_M,MAA000564
F4.MAA000638.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000638
F4.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
F4.MAA000932.3_11_M.1.1,brain pericyte,Hippocampus,M,3_11_M,MAA000932
F4.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
F4.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
F4.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
F4.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
F4.MAA001895.3_38_F.1.1,endothelial cell,Cortex,F,3_38_F,MAA001895
F5.B003274.3_38_F.1.1,oligodendrocyte,Striatum,F,3_38_F,B003274
F5.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
F5.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290
F5.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
F5.MAA000641.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000641
F5.MAA000924.3_8_M.1.1,oligodendrocyte,Cerebellum,M,3_8_M,MAA000924
F5.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
F5.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
F5.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
F5.MAA001894.3_39_F.1.1,endothelial cell,Cortex,F,3_39_F,MAA001894
F6.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290
F6.B003728.3_56_F.1.1,astrocyte,Striatum,F,3_56_F,B003728
